Cluster Index	Z	x	y	z	
6	5.31	23	6	11
6	5.1	19	13	19
6	5.05	21	6	14
6	4.83	23	5	15
6	4.81	25	3	19
6	4.64	27	2	13
5	5.24	45	11	12
5	5.09	42	7	12
5	4.97	39	5	13
5	4.19	44	11	15
5	4.04	41	8	15
5	3.97	41	5	17
4	5.66	35	2	15
4	4.67	36	4	15
4	4.33	34	5	13
4	4.16	35	1	13
3	3.85	18	20	10
3	3.7	19	23	9
3	3.52	16	19	10
2	4.4	18	24	31
1	3.6	15	27	21
1	3.51	13	27	23
