Cluster Index	Z	x	y	z	
18	7.31	-20	-98	8
18	7.04	-38	-90	-2
18	6.81	-36	-92	-6
18	6.68	-26	-80	22
18	6.64	-44	-66	-2
18	6.59	-24	-90	22
17	6.87	0	-6	60
17	6.52	0	-8	66
17	6.48	2	6	48
17	6.29	6	-6	70
17	6.11	-4	-10	72
17	6	0	-2	52
16	7.6	32	-90	24
16	7.09	38	-44	38
16	6.95	34	-84	22
16	5.73	30	-58	46
16	5.7	28	-62	48
16	5.58	38	-68	42
15	7.84	36	28	0
15	6.55	48	20	-8
15	6.55	34	20	4
15	5.94	54	14	-6
15	5.46	52	14	-2
15	5.43	46	20	4
14	6.91	56	14	28
14	6.81	56	26	26
14	5.71	48	12	30
14	5.53	50	28	20
14	5.45	50	24	22
14	4.85	48	8	22
13	6.85	-38	16	6
13	6.22	-32	28	-2
13	5.13	-36	22	-8
13	4.64	-44	4	-2
13	4.28	-50	12	-8
12	5.77	-58	-28	32
12	5.36	-58	-36	22
12	5.07	-52	-30	18
12	4.18	-46	-38	22
12	4.07	-68	-40	20
12	3.82	-50	-30	38
11	5.81	52	-42	20
11	4.93	66	-36	22
11	4.36	64	-34	6
11	4.22	68	-40	4
10	5.15	-36	-66	54
10	4.74	-36	-70	52
10	4.59	-24	-72	48
10	4.55	-26	-74	40
10	4.41	-36	-58	54
10	4.4	-34	-72	48
9	5.96	-38	-42	50
9	5.26	-44	-44	46
9	5.25	-42	-38	38
8	4.63	34	-44	-34
8	4.6	20	-50	-30
8	4.54	22	-54	-28
8	4.08	22	-46	-32
8	3.19	36	-46	-22
7	7.41	-60	0	40
7	4.26	-56	-2	50
6	5.51	-26	-8	56
5	4.92	-42	-26	66
5	4.32	-40	-24	60
5	3.7	-42	-18	66
4	5.5	56	-68	6
4	5.22	52	-70	2
4	3.81	42	-66	-4
3	4.85	24	-58	-56
3	4.53	22	-66	-52
3	3.69	12	-64	-52
2	5.58	38	-92	-4
1	4.49	46	-2	48
1	4.48	36	-8	56
1	3.54	40	-6	66
