Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
8	591	1.6e-10	9.8	5.97	-42	-80	0	-52	-69.1	-10.8	498	-60	-66	-12	221
7	297	2.5e-06	5.6	6.42	46	-66	-16	46	-62.7	-19.2	398	46	-66	-18	228
6	258	1.12e-05	4.95	5.47	-24	-90	-18	-29.5	-81.5	-22.6	428	-42	-78	-26	250
5	143	0.00153	2.82	6.87	38	-82	-26	36.6	-82	-24.1	560	38	-82	-26	268
4	140	0.00177	2.75	4.95	12	2	46	5.97	0.831	49.5	315	0	-6	60	214
3	118	0.00521	2.28	6.3	-50	-4	4	-50.8	-2.35	3.36	372	-54	2	2	234
2	98	0.0147	1.83	5.42	-56	-28	16	-56.1	-25.4	17.6	391	-54	-26	16	237
1	78	0.0445	1.35	5.43	-52	-2	18	-52.8	-0.966	20.7	357	-52	0	18	227
