Cluster Index	Z	x	y	z	
19	6.11	-40	-70	6
19	6.06	-50	-66	-6
19	5.71	-40	-74	-8
19	5.6	-18	-96	-6
19	5.39	-32	-94	6
19	5.35	-34	-88	-2
18	5.94	48	-64	-12
18	5.63	44	-70	4
18	5.58	28	-84	12
18	5.43	68	-36	24
18	5.4	36	-90	14
18	5.26	52	-68	-2
17	5.76	-44	-42	58
17	5.61	-26	-58	60
17	5.49	-58	-26	36
17	5.45	-40	-44	56
17	5.43	-26	-56	54
17	5.21	-38	-44	44
16	6.76	-52	-2	-4
16	5.38	-24	2	2
16	4.92	-46	4	-8
16	4.66	-16	-22	4
16	4.64	-32	12	4
16	4.42	-14	-26	6
15	6.64	44	0	8
15	4.48	54	6	-4
15	4.45	52	4	-8
15	4.41	34	-2	-6
15	4.37	58	8	12
15	4.31	46	14	-8
14	6.84	0	2	58
14	5.2	-4	8	46
14	5.18	-8	12	38
14	5.08	6	4	72
14	4.2	-2	18	26
14	4.06	2	14	28
13	5.9	34	-60	56
13	5.21	32	-58	40
13	4.65	32	-66	46
13	4.45	34	-48	60
13	4.42	40	-38	46
13	4.19	18	-60	52
12	5.45	30	-56	-22
12	5.43	32	-46	-26
12	4.65	24	-42	-22
12	4.14	40	-50	-30
12	3.32	18	-50	-14
11	4.91	54	4	32
11	4.82	52	10	24
11	4.8	52	-2	30
11	4.39	38	0	28
11	3.52	52	4	52
11	3.42	54	6	44
10	4.73	-54	8	30
10	4.57	-62	4	28
10	4.15	-42	4	28
10	3.68	-48	-6	38
10	3.29	-52	-2	36
9	4.26	10	-18	2
8	4.38	0	-56	50
8	4.07	0	-54	58
8	3.65	-10	-52	52
8	3.43	-4	-48	46
7	4.44	-10	-22	48
7	4.26	-6	-14	40
6	4.67	-62	-34	30
6	4.1	-60	-40	24
6	3.74	-50	-42	28
5	4.41	-40	0	54
5	3.61	-38	-8	58
4	5.72	64	-20	22
3	4.62	-40	38	14
3	3.8	-36	30	16
2	4.56	-46	-52	12
1	4.21	32	46	32
1	3.84	30	42	24
1	3.61	32	36	28
1	3.58	34	30	30
