Cluster Index	Z	x	y	z	
20	9.28	44	-56	-6
20	7.85	32	-66	48
20	7.39	48	-48	-14
20	7.36	38	-86	-2
20	7.31	42	-54	8
20	7.12	54	-52	-16
19	8.06	-48	-74	-6
19	7.87	-44	-66	14
19	7.79	-44	-88	0
19	7.46	-48	-66	-10
19	7.42	-48	-80	6
19	7.32	-42	-78	0
18	6.25	-12	-16	2
18	6.17	-46	-2	10
18	6.08	-14	2	8
18	5.87	-8	-22	4
18	5.85	-32	22	4
18	5.78	-10	-32	-6
17	7.22	6	22	38
17	6.25	-2	8	34
17	5.99	-4	8	44
17	5.98	-6	4	46
17	5.85	-8	0	48
17	5.53	6	6	50
16	7.51	12	-14	6
16	6.82	24	10	4
16	6.56	50	16	-8
16	6.18	66	0	-2
16	6.06	56	14	-8
16	5.67	10	0	8
15	6.92	34	12	62
15	6.2	44	0	48
15	5.63	54	12	34
15	5.28	22	16	64
15	5.08	28	6	64
15	4.87	46	14	50
14	6.15	-24	-58	40
14	6.13	-30	-66	34
14	6.05	-26	-62	32
14	5.43	-30	-60	38
14	5.19	-24	-66	48
14	5.17	-24	-56	48
13	8.42	-52	-20	8
13	5.45	-62	-18	14
13	5.39	-44	-24	16
13	5.19	-66	-20	18
13	3.6	-36	-18	12
12	4.56	-18	-68	0
12	4.33	-14	-64	8
12	4.21	2	-76	-6
12	3.97	-18	-62	-2
12	3.87	-2	-76	4
12	3.72	-4	-82	6
11	6.25	-16	-42	-50
11	4.34	4	-38	-48
11	4.21	0	-36	-50
11	3.39	4	-42	-58
10	5	44	2	12
10	3.81	34	-8	12
10	3.29	38	-2	0
10	3.28	38	6	6
9	4.42	0	-52	-42
9	4.37	-16	-58	-38
9	3.18	-16	-62	-32
8	4.68	-28	-8	-46
8	4.58	-28	-12	-44
8	4.05	-34	-4	-38
8	3.71	-36	-6	-42
7	5.2	18	-28	-8
7	3.76	24	-24	-10
7	3.31	8	-38	-4
6	4.16	38	52	16
6	3.77	34	58	8
6	3.6	36	50	26
5	4.58	-26	-58	-54
5	3.65	-38	-52	-56
4	4.31	8	-22	28
4	4.25	4	-34	24
4	4.05	-4	-22	28
4	3.88	8	-26	30
4	3.52	-4	-32	24
3	4.77	-28	12	62
3	3.91	-16	10	58
3	3.7	-14	14	60
2	3.95	-10	-40	56
2	3.61	-4	-48	50
2	3.56	-10	-48	60
1	4.78	30	-22	0
