Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
8	2049	2.97e-25	24.5	8.79	-40	-74	-16	-33.9	-84.2	-8.84	763	-40	-74	-16	263
7	1729	1.87e-22	21.7	6.72	16	-92	-14	27.4	-78	-12.5	463	26	-58	-20	239
6	317	1.19e-06	5.92	4.98	-38	-34	40	-44.1	-33.3	46	343	-46	-34	48	216
5	189	0.00019	3.72	5.18	32	-80	18	32.1	-76.3	21.6	326	32	-80	18	218
4	186	0.000217	3.66	5.67	40	-60	42	37	-59.1	43.5	465	44	-62	40	241
3	123	0.00405	2.39	5.1	-28	-10	70	-29.5	-11.7	70.6	652	-28	-10	70	333
2	88	0.0254	1.6	5.02	-24	-86	28	-24.4	-85	26	445	-22	-88	30	260
1	79	0.042	1.38	5.82	-32	-62	52	-33.2	-63.1	51.5	548	-36	-66	52	314
