Cluster Index	Z	x	y	z	
21	7.38	42	-72	0
21	6.96	26	-94	-4
21	6.3	32	-84	12
21	6.16	12	-102	8
21	6.14	36	-90	-8
21	5.89	46	-80	-12
20	6.75	-24	-88	12
20	6.7	-20	-98	-4
20	6.46	-40	-84	-8
20	6.3	-14	-104	-2
20	5.61	-44	-74	-6
20	5.61	-28	-96	-16
19	5.98	-30	-40	42
19	5.28	-56	-34	52
19	5.17	-48	-34	44
19	5.03	-32	-48	44
19	5	-42	-36	44
19	4.95	-66	-24	34
18	4.7	-42	-10	4
18	4.69	-40	14	-2
18	4.5	-46	8	-4
18	4.18	-40	10	4
18	4.03	-36	0	6
18	4.02	-38	2	0
17	6.35	16	-58	52
17	5.86	30	-52	52
17	4.81	30	-60	54
16	6.64	-16	-66	44
16	4.32	-24	-70	36
16	3.82	-22	-62	52
16	3.48	-8	-68	36
16	3.27	-32	-62	52
15	6.16	8	22	30
15	4.67	8	28	28
15	4.63	-8	26	28
15	4.07	2	22	40
14	5.88	36	22	2
14	5.54	36	16	4
14	5.03	40	12	-4
14	3.42	42	30	0
13	5.22	-38	-44	-20
13	4.8	-38	-58	-30
13	4.73	-38	-50	-18
13	4.18	-46	-60	-30
13	3.38	-46	-62	-26
12	4.46	32	-4	48
12	4.04	44	4	54
12	3.98	36	6	54
12	3.86	36	6	58
12	3.83	34	6	46
11	4.67	50	-30	46
11	4.04	40	-40	48
11	3.13	44	-36	62
10	5.42	-8	-18	2
10	4.9	-6	-22	4
10	4.26	-12	-20	12
10	4.24	-14	-12	10
10	3.54	-6	-18	12
9	6	-4	10	52
9	4.32	2	20	50
9	4.23	10	18	50
8	5.52	46	2	26
8	3.64	56	10	40
8	3.61	56	12	34
7	4.67	-46	-10	56
7	4.44	-50	-4	54
7	3.77	-36	-18	68
7	3.77	-38	-20	64
6	5.1	-24	-6	46
6	4.5	-46	-8	46
6	3.98	-24	-4	54
5	5.14	6	6	72
5	4.65	-2	6	62
5	4.06	6	2	64
5	3.59	14	12	66
5	3.5	12	12	62
4	4.48	8	-20	8
4	3.64	14	-16	12
4	3.38	14	-10	0
3	4.32	24	-68	42
3	4.29	28	-66	36
3	4.24	28	-68	32
3	3.78	30	-74	38
3	3.42	14	-68	36
2	4.98	32	-46	-50
2	4.06	32	-42	-44
2	3.61	28	-34	-44
2	3.52	20	-40	-48
2	3.52	26	-42	-52
1	4.05	-8	-78	10
1	3.8	-4	-86	2
