Cluster Index	Z	x	y	z	
21	6.7	46	-82	-14
21	6.62	50	-66	-4
21	6.27	42	-88	6
21	6.2	24	-60	-16
21	6.11	28	-96	12
21	6.07	-38	-88	16
20	7.55	-42	-34	64
20	7.36	-56	-34	54
20	7.35	-30	-40	66
20	6.34	-56	-40	56
20	6.34	-52	-40	56
20	6.16	-40	-4	64
19	6.01	10	-70	58
19	5.93	24	-68	58
19	5.1	8	-64	64
19	5.08	-4	-68	70
19	5.05	30	-58	42
19	4.72	24	-58	64
18	6.13	-32	-50	-22
18	6.12	-34	-54	-20
18	5.56	-40	-44	-14
18	5.54	-30	-62	-18
18	4.99	-30	-50	-12
18	4.5	-20	-54	-20
17	4.85	10	-96	-10
17	4.47	6	-100	8
17	4.45	14	-90	-10
17	4.38	6	-100	0
17	4.34	-10	-96	2
17	4.33	10	-98	-6
16	4.88	40	-28	38
16	4.59	38	-32	44
16	4.05	48	-30	44
16	3.99	60	-24	38
16	3.93	44	-36	36
16	3.73	38	-28	30
15	5.65	-68	-48	12
15	4.84	-56	-40	28
15	4.67	-48	-36	28
15	4.54	-68	-50	22
15	4.47	-58	-48	26
15	4.44	-62	-50	22
14	6.17	-28	-74	26
14	5.02	-28	-80	32
13	5.67	50	-28	-6
13	5.49	52	-26	-2
13	4.1	46	-28	2
12	5.2	30	-46	-52
12	4.68	36	-66	-54
12	4.04	40	-60	-52
12	3.55	40	-54	-54
12	3.48	38	-56	-50
12	3.43	28	-42	-56
11	4.83	16	46	-20
11	4.8	20	44	-24
11	4.59	10	46	-16
11	4.56	20	36	-12
11	4.45	10	42	-14
11	4.14	10	38	-22
10	5.26	-54	-6	10
10	4.84	-52	14	-14
10	4.73	-54	12	-4
10	3.44	-60	4	2
10	3.26	-38	14	-4
9	5.67	40	20	-20
9	4.53	48	36	-20
9	4.35	34	20	-16
9	3.81	40	34	-20
9	3.8	46	40	-26
8	4.67	20	24	-18
8	4.48	18	26	-14
8	4.1	26	26	-22
8	3.92	10	20	-18
8	3.89	10	12	-16
8	3.2	10	26	-18
7	4.96	10	4	64
7	4.77	6	6	68
7	4.5	-4	22	68
7	4.12	6	20	64
7	3.79	10	20	68
7	3.7	0	4	72
6	5.89	-22	-72	58
6	5.22	-30	-68	56
5	5.38	-42	-44	-50
5	5.18	-42	-44	-42
5	3.95	-40	-50	-58
4	4.73	8	-4	12
4	4.47	12	-10	14
4	3.75	10	0	8
4	3.37	18	-4	8
4	3.35	16	-4	12
3	4.98	34	-70	32
3	4.86	28	-80	38
2	4.87	-16	-78	50
2	3.86	-6	-74	58
2	3.82	-22	-82	50
1	4.16	4	16	42
1	4.05	-2	10	44
1	3.79	-4	16	42
