Cluster Index	Z	x	y	z	
10	8.46	40	-60	42
10	8.26	44	-64	42
10	7.61	26	-100	-2
10	7.31	34	-92	-2
10	7.1	32	-80	16
10	7.09	30	-96	4
9	11	-38	-74	-16
9	9.12	-34	-100	-10
9	8.93	-38	-94	-12
9	8.13	-28	-94	10
9	8.04	-32	-100	-2
9	7.89	-46	-78	-4
8	9.67	-32	-62	50
8	5.72	-44	-54	44
8	5.43	-40	-30	70
8	5.4	-44	-40	66
8	5	-28	-66	42
8	4.99	-50	-38	42
7	6.3	58	14	42
7	5.71	62	12	30
7	5.52	56	14	20
7	5.22	60	4	36
7	4.85	56	4	32
7	4.82	52	6	18
6	6.32	-28	-10	70
6	5.19	-22	-8	74
6	4.98	-14	-2	76
6	4.25	-36	-6	64
5	6.07	44	-2	62
5	5.55	32	-6	68
5	5.14	22	2	70
5	3.52	52	-2	58
4	5.13	52	20	-10
4	4.2	42	14	-2
4	3.92	40	14	6
4	3.89	34	20	-12
3	6.03	-58	0	40
3	4.87	-60	4	34
3	4.82	-56	-8	48
3	3.96	-50	-4	28
3	3.9	-52	-2	32
2	5.72	-50	-24	14
2	5.06	-44	-28	16
2	3.41	-48	-16	10
1	4.18	52	-42	50
1	3.96	48	-40	62
1	3.87	56	-36	52
1	3.78	60	-32	50
1	3.75	50	-44	56
1	3.32	56	-34	56
