Cluster Index	Z	x	y	z	
8	10.1	38	-86	-6
8	9.28	-34	-88	-10
8	8.9	34	-92	-12
8	8.8	36	-58	-18
8	8.77	-40	-86	-6
8	8.64	-40	-82	0
7	4.99	-48	-34	8
7	4.89	-58	-18	8
7	4.82	-36	-42	0
7	4.8	-52	-30	6
7	4.68	-40	-34	14
7	4.63	-32	-32	6
6	6.3	26	56	0
6	4.05	38	64	-10
6	4.02	34	56	0
6	3.95	26	42	2
6	3.89	30	62	12
6	3.84	32	60	8
5	6.08	-40	6	30
5	4.12	-46	4	20
5	3.63	-36	-4	32
5	3.56	-38	-2	36
4	4.83	-34	56	16
4	4.03	-24	46	10
4	3.91	-34	46	20
4	3.84	-26	54	16
4	3.72	-30	44	14
4	3.67	-28	60	6
3	5.28	-22	-14	64
3	3.91	-14	-6	68
3	3.43	-20	-8	72
3	3.12	-22	-4	70
2	4.87	2	18	68
2	3.42	4	22	58
1	4.05	30	30	28
1	3.73	24	38	24
1	3.61	24	32	26
