Cluster Index	Z	x	y	z	
14	11	44	-56	-6
14	8.33	48	-48	-14
14	8.2	32	-66	48
14	8.19	28	-56	28
14	7.53	28	-52	46
14	7.47	28	-48	40
13	7.37	34	12	62
13	7.01	-42	-2	10
13	6.89	-38	-2	14
13	6.87	-34	10	48
13	6.86	10	-16	6
13	6.69	-54	6	16
12	7.35	-30	-56	58
12	7.26	-52	-20	8
12	6.83	-44	-40	46
12	6.72	-58	-18	8
12	6.61	-58	-20	42
12	6.51	-24	-62	32
11	9.22	-48	-74	-6
11	8.98	-44	-78	0
11	8.93	-48	-82	6
11	8.71	-44	-62	-10
11	8.44	-54	-62	8
11	8.31	-36	-92	10
10	7.83	6	22	38
10	5.69	-6	18	44
10	5.16	2	20	48
10	5.12	10	28	26
10	5	-6	14	32
10	4.91	-6	8	44
9	4.87	-18	-68	0
9	4.83	-18	-64	-2
9	4.71	-18	-60	-4
9	4.32	-26	-66	-10
9	4.25	-20	-62	-12
9	3.93	-16	-68	10
8	4.74	-42	38	18
8	4.74	-42	38	12
7	4.77	34	58	6
7	4.65	38	52	14
6	4.43	34	50	26
6	3.98	36	44	28
6	3.97	46	40	20
6	3.47	44	44	18
6	3.14	30	40	30
5	4.17	-36	56	18
5	3.83	-32	60	12
5	3.71	-24	56	4
5	3.53	-34	68	8
4	4.93	50	-38	-4
3	4.35	-2	-74	2
3	3.87	0	-76	-6
3	3.84	-2	-68	0
3	3.51	2	-66	4
2	5.19	4	-10	32
2	3.14	-2	-4	30
1	5.13	-16	-42	-50
1	4.21	-22	-38	-44
