Cluster Index	Z	x	y	z	
8	5.86	-62	-22	22
8	5.6	-40	-26	68
8	5.54	-30	-30	72
8	5.33	-64	-24	40
8	5.26	-46	-36	66
8	5.02	-50	-16	58
7	6.51	-46	-76	-6
7	5.51	-54	-68	2
7	5.3	-38	-88	-16
7	5.06	-34	-94	-16
7	5.03	-38	-80	-12
7	4.55	-40	-76	-16
6	6.26	40	-76	-6
6	5.16	52	-70	-8
6	4.5	52	-68	6
6	4.44	52	-60	10
6	3.98	46	-80	0
6	3.8	52	-72	0
5	5.21	-32	-44	38
5	4.85	-36	-52	52
5	4.74	-34	-46	46
5	4.5	-42	-42	42
5	3.44	-38	-42	52
4	6.18	38	-54	58
4	4.68	44	-54	62
4	3.79	38	-44	44
4	3.32	32	-46	40
4	3.3	36	-50	38
3	4.99	-4	-2	52
3	4.3	-2	-14	56
3	3.93	6	2	48
3	3.53	6	-6	52
2	5.61	-34	2	12
1	4.32	12	12	34
1	4.31	10	12	38
1	4.02	14	4	34
1	3.72	10	2	38
