Cluster Index	Z	x	y	z	
18	7.94	-28	-22	74
18	7.69	-34	-24	70
18	7.11	-46	-34	64
18	6.92	-40	-32	68
18	6.78	-34	-12	66
18	6.75	-28	-18	76
17	7.65	46	-72	-4
17	7.01	50	-76	-8
17	5.78	26	-38	-24
17	5.17	24	-34	-30
17	4.98	44	-88	2
17	4.83	48	-56	-20
16	7.37	-52	-76	-4
16	6.53	-40	-86	-2
16	6.22	-34	-94	0
16	6.05	-46	-76	-14
16	5.43	-36	-70	-12
16	4.7	-32	-96	-8
15	7.85	-50	-46	0
15	5.02	-64	-46	6
15	4.98	-44	-50	6
15	4.57	-40	-56	18
14	5.44	-26	-62	58
14	4.91	-22	-62	48
14	4.49	-18	-64	68
14	4.45	-36	-48	48
14	4.29	-24	-54	40
14	3.21	-30	-50	40
13	5.05	32	-70	44
13	5.03	38	-68	24
13	5.01	30	-76	46
13	4.32	42	-80	28
13	4.26	38	-70	44
13	4.14	24	-74	56
12	5.34	50	8	28
12	5.06	64	12	20
12	4.96	60	-4	26
12	4.12	50	10	18
11	4.29	-6	12	34
11	4.14	2	14	38
11	4.03	-4	6	40
11	3.9	10	24	24
11	3.79	-4	0	38
11	3.66	8	20	30
10	5.51	6	-20	24
10	5.24	6	-14	22
10	4.75	10	-30	22
10	4.67	0	-34	24
10	4.36	0	-20	24
10	3.33	-6	-28	22
9	6.13	30	-52	48
9	4.37	38	-58	54
9	4.01	38	-62	60
9	4	22	-48	42
9	3.39	38	-58	64
8	4.97	-8	-18	8
8	4.41	-14	-18	0
8	3.84	-16	-26	12
8	3.67	-10	-26	12
7	4.94	-28	-72	22
7	4.92	-22	-70	40
7	4.09	-24	-68	36
6	4.93	-58	-10	18
6	3.4	-62	-2	24
5	5.23	-50	-4	2
5	3.47	-60	4	-6
4	5.63	46	-56	6
3	4.17	-20	4	2
3	4	-22	6	-2
3	3.76	-22	10	-8
3	3.33	-24	6	-14
3	3.33	-18	-2	-6
2	5.95	-56	-44	24
1	4.99	22	-58	-52
