Cluster Index	Z	x	y	z	
10	6.15	44	-74	-14
10	6.06	38	-78	-16
10	5.88	32	-58	-20
10	5.77	38	-90	-4
10	5.66	32	-96	-18
10	5.66	36	-94	-4
9	6.48	-24	-90	-30
9	6.19	-46	-82	-16
9	5.97	-50	-78	-16
9	5.78	-40	-60	-26
9	5.66	-44	-70	-20
9	5.64	-34	-90	-18
8	6.88	-58	-24	48
8	6.46	-46	-44	60
8	6.35	-44	-48	62
8	6.02	-58	-22	36
8	5.98	-52	-36	54
8	5.94	-58	-26	34
7	7.07	-58	6	12
7	5.42	-48	-2	6
7	5.23	-52	4	18
7	5.19	-36	-6	14
7	5.1	-52	2	30
7	5.07	-56	6	28
6	5.59	-30	-52	48
6	4.13	-34	-64	56
5	5.61	-6	-10	54
5	4.44	-2	2	52
5	4.43	6	-4	56
5	3.38	2	-6	46
5	3.24	6	-4	46
4	5.97	-32	-90	12
4	4.86	-32	-84	14
4	4.79	-28	-96	8
4	4.62	-28	-80	22
4	3.25	-42	-78	16
3	5.41	-32	-8	66
3	5.03	-28	-8	72
3	4.09	-26	-2	64
2	4.8	32	-60	60
2	4.16	34	-52	60
2	3.61	28	-52	50
1	5.19	30	-70	24
1	4.45	20	-86	30
1	4.39	26	-82	20
