Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
8	1048	4.39e-16	15.4	5.86	-62	-22	22	-48.7	-26.2	54.4	1.01e+03	-30	-28	72	289
7	432	1.66e-08	7.78	6.51	-46	-76	-6	-43.6	-78.6	-7.76	623	-40	-76	-16	291
6	289	2.68e-06	5.57	6.26	40	-76	-6	45.8	-72	-3.63	492	34	-76	-14	258
5	263	7.39e-06	5.13	5.21	-32	-44	38	-35.6	-46.2	45.1	329	-42	-42	42	226
4	188	0.000168	3.78	6.18	38	-54	58	38.6	-51.4	54.5	332	44	-50	64	217
3	146	0.00115	2.94	4.99	-4	-2	52	-1.7	-3.79	51.3	465	-2	-12	56	278
2	109	0.00739	2.13	5.61	-34	2	12	-38.2	0.15	9.57	439	-38	0	10	268
1	77	0.0434	1.36	4.32	12	12	34	11.3	7.08	36.2	275	10	12	34	206
